image,contrast,organ,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Contrast,original_glcm_Correlation,original_glcm_Autocorrelation,original_glcm_ClusterTendency,original_glcm_DifferenceEntropy,original_glszm_ZoneEntropy,original_glszm_SmallAreaEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_SizeZoneNonUniformity,original_gldm_SmallDependenceEmphasis,original_gldm_DependenceNonUniformity
NKI-d23231-00-0522_20170120_kalina99_3595.nii.gz,Non-contrast,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0522_20170120_kalina99_3595.nii.gz,Non-contrast,aorta,23.0,65.0,59561671.0,1.9100797351928414,21.0,98.04513204012467,600.0,13.658844222611247,44.03353231040423,44.0,-99.0,699.0,9.073977540667276,48.84863657565756,4.502633376371874,59561671.0,0.3284371197289797,447.2373275692557,1.2468623998019235,0.27318599279130784,60.02971021683145,2.308388400802195,1.5623704159485265,4.795957112277954,0.6166156853430093,258.84430027803523,381.5838739573679,0.05131802480204633,1510.4740595328713
NKI-d23231-00-0522_20170120_kalina99_3595.nii.gz,Non-contrast,pulmonary_vein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0522_20170120_kalina99_3595.nii.gz,Non-contrast,superior_vena_cava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0522_20170120_kalina99_3595.nii.gz,Non-contrast,inferior_vena_cava,19.0,59.0,31401775.0,1.8187811378471173,21.0,4.0162109164120015,101.0,12.671027608066156,39.17061584249084,40.0,-88.0,189.0,8.830231288632811,42.39413595390745,-0.3342716539393103,31401775.0,0.3355413467932784,262.9256177983937,1.1802316767913597,0.1685510748476992,56.24837334148144,1.663290532790196,1.5317583887162647,4.809284163372413,0.5418015015615028,223.1851851851852,208.46031746031747,0.04817577798608054,1117.3910256410256
NKI-d23231-00-0522_20170120_kalina99_3595.nii.gz,Non-contrast,portal_vein_and_splenic_vein,20.0,59.20000000000027,4716493.0,1.76122731317731,21.0,2.9672011839839767,95.0,12.300765064057973,39.64469145266386,39.0,-15.0,110.0,8.778333763774105,42.51797356284923,0.014664378671541167,4716493.0,0.3441325035651424,236.07651551422742,1.1795491799015514,0.1162891003772585,12.345936065613614,1.4906830895611036,1.5244819717301572,4.136672835804698,0.5572675319752229,49.48979591836735,43.8843537414966,0.06049690561667172,181.36412418551168
NKI-d23231-00-0522_20170120_kalina99_3595.nii.gz,Non-contrast,iliac_artery_left,14.0,65.0,4202324.0,2.1549154767541516,24.0,7.072821792098703,102.0,16.63380067477447,40.28129829984544,43.0,-89.0,191.0,10.44757671957672,46.52988713399949,-1.4636183809156023,4202324.0,0.2868375447679763,542.4474039815993,1.6778424054470673,0.36041144187319574,58.123978118990266,3.5766210397259877,1.7162978987465203,4.7372050114046855,0.6053449455633885,25.386666666666667,51.42666666666667,0.0813637108547995,126.25193199381762
NKI-d23231-00-0522_20170120_kalina99_3595.nii.gz,Non-contrast,iliac_artery_right,20.0,64.0,4492206.0,2.0099827653888056,21.0,6.237449870764421,93.0,14.699752218934911,41.78942307692308,44.0,-66.0,159.0,9.232795723541127,46.472727734413475,-1.2080611137269555,4492206.0,0.3068065828402367,413.35854197485196,1.4039049159900476,0.20397467506779574,44.9214997652818,2.1755923914435673,1.6248551581968813,4.550814148659403,0.6176213655976674,29.116129032258065,55.10322580645161,0.0795474109369501,135.6875
NKI-d23231-00-0522_20170120_kalina99_3595.nii.gz,Non-contrast,iliac_vena_left,24.0,76.0,10649924.0,2.3001652649448157,27.0,43.97586143065236,470.0,18.703533678689972,52.63852429939695,51.0,-70.0,540.0,11.138781174362936,61.46469293979881,4.152512796326033,10649924.0,0.2649556215419087,1007.09423776555,2.130888896770098,0.46240187210752876,51.96588618746473,5.8487436828268065,1.712709337004811,5.401094252095504,0.5809310182618892,24.82198952879581,60.47643979057592,0.07295199447972192,202.54451933309684
NKI-d23231-00-0522_20170120_kalina99_3595.nii.gz,Non-contrast,iliac_vena_right,8.0,56.0,2387078.0,2.017269310660403,26.0,3.1982092410027354,103.0,15.040414480242939,32.83403235470342,34.0,-47.0,150.0,10.782277865685192,37.81857292071103,-0.19494088793867054,2387078.0,0.28829847919323975,352.17077708942656,1.2568955460407847,0.32734548109354794,27.223335006036198,2.485299785324377,1.5643643576290343,4.895311162142906,0.5240618285953662,15.465116279069768,22.372093023255815,0.059449425168376084,116.96285200718994
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,spleen,21.0,64.0,118105289.0,1.9363948770032766,21.0,47.128555387120834,117.0,13.867645539664185,42.23529734976831,44.0,-582.0,699.0,9.243558751852026,46.50957051066995,-2.676070487119751,118105289.0,0.3218906234936048,379.31980686363363,1.3731662473111126,0.21882720044723938,1068.1060172186856,2.1782798865319823,1.596615036420829,5.140242792867087,0.5525794101190009,444.31168201648086,601.8570043625788,0.04588801189059974,3236.4877928167184
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,kidney_right,7.0,50.0,113480582.0,1.951675442759739,22.0,16.95712258165576,105.0,13.966862293443686,28.17488899347261,29.0,-398.0,503.0,9.302560234767329,34.07376835271761,-1.5614054312067531,113480582.0,0.31898259675082524,367.19731996015605,1.4446162652655443,0.21843668512465747,481.90294944180647,2.265001873770024,1.6330798985367054,4.740166734292254,0.5896020502283656,864.9391678622669,1146.5942611190817,0.04484721102222971,5802.795420597082
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,kidney_left,3.0,51.0,110003756.0,2.0886722708595915,24.0,6.791436604163318,121.0,15.518610320942566,26.862063132968263,28.0,-139.0,260.0,10.299542151118677,34.10138060000124,-1.0462938458941469,110003756.0,0.29060561963777726,441.3337230665685,1.7054904820821883,0.2034018883027359,79.45738417014508,2.598510727352652,1.7295481935247325,4.943321871967637,0.5661970267523847,934.9860375541647,1272.899855560905,0.051911861900010084,5997.592130579106
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,gallbladder,-11.0,37.0,22926580.0,2.0500386406401176,25.0,92.08625272841547,126.0,15.587141556921555,11.428891019495046,11.0,-554.0,680.0,10.477552053892962,27.068666161443335,-5.633618681288873,22926580.0,0.2920916270957131,602.0931378241733,1.6697835737123157,0.3018275555387122,845.8489314726974,3.181558259912411,1.6012125815103042,5.266050426638156,0.6258764815316454,209.54418604651164,469.4062015503876,0.04929098992774026,1829.865707893896
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,liver,26.0,73.0,3287120659.0,2.054575600612678,25.0,344.63260632538004,388.0,15.308290531669096,48.70372879603274,50.0,-1024.0,1412.0,10.289539369931457,54.13191557421573,-9.740153142892861,3287120659.0,0.29204373425451463,558.2110850965107,1.6935533637380762,0.3072545840697953,3023.5077172129772,3.2608072369977417,1.6506026740718434,5.314817268967741,0.5746680459200179,7602.2925994618745,11943.822601290458,0.04225759156863719,69234.47836078814
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,stomach,-100.0,60.0,1587981759.0,3.49416212432456,60.0,22.440466718072567,148.0,80.68211553089851,-17.659514560183094,27.0,-1023.0,1171.0,28.064863401382155,154.62970800790103,-4.1749404880960705,1587981759.0,0.14591154074085333,23598.488144107403,31.00866896472667,0.7457052999545293,2694.9826217260847,211.77728310442333,2.74863820384361,7.023093667810901,0.6743967299794955,311.3543841336117,3224.901617954071,0.12020167720719742,5040.037160839582
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,pancreas,14.0,65.0,98751442.0,2.1196230683995685,26.0,3.5697934330248855,127.0,15.963800548540823,39.493258224965544,40.0,-103.0,230.0,11.12052986158849,44.41421214956023,-0.2001081945363847,98751442.0,0.272546128588586,412.9047956423348,1.8716507781530156,0.14452673443132372,72.56240207540556,2.506660243685237,1.787578032124353,4.696310589186777,0.6114168646610078,491.62805130326853,844.4257343814646,0.06002362972297804,3566.2203511715707
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,adrenal_gland_right,6.0,63.0,747118.0,2.2433862012146992,30.0,3.2122512807616275,96.0,17.76129599917189,35.908872901678656,37.0,-39.0,135.0,12.561603188277164,42.327885372363255,-0.23634947798737188,747118.0,0.24612827723432765,502.20272702701146,2.2813812126735646,0.10264110692599739,18.785033583340446,2.810340792182718,1.8774423022392184,4.334014636449807,0.5796696292927729,12.972602739726028,23.164383561643834,0.15733338769313632,44.78417266187051
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,adrenal_gland_left,-36.9,47.900000000000034,524198.0,2.6928400662091874,38.0,3.3038596526541952,94.0,25.297464440321587,9.831168831168831,15.0,-107.0,201.0,17.02603674385633,33.684235268560066,-0.6326705891271761,524198.0,0.18513521110923709,1037.9758250407601,3.005330953901446,0.45127732851567914,50.36405220467832,7.912455494909076,2.037150451371592,4.954207589411677,0.5465207150861611,10.83529411764706,24.08235294117647,0.16752351167792998,55.01298701298701
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,small_bowel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,aorta,17.0,70.0,61714791.0,2.242583394654489,28.0,64.9160996421153,610.0,17.473448942884744,43.75873055279709,44.0,-149.0,759.0,11.553429861165386,50.53290613828317,2.8779492511832125,61714791.0,0.2588341871163139,638.7481031882389,2.0988528428424438,0.20853868991816232,115.2060047442873,3.3378497835587906,1.8513733093426767,5.109925860448671,0.6080395846718318,258.9006896551724,502.4648275862069,0.07024772456935544,1755.9091360476664
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,pulmonary_vein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,superior_vena_cava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,inferior_vena_cava,12.0,66.0,34206326.0,2.1883559184915224,27.0,3.792222150909844,128.0,16.75254326917213,39.11222351571595,39.0,-90.0,218.0,11.636976031630349,44.621240054798335,-0.2548799438464402,34206326.0,0.26168222247218725,461.28903568461584,2.0930379734036064,0.13039533936121234,56.24215806649171,2.7239700606957458,1.852689855248444,4.772293331411889,0.6140832779294298,175.39203354297695,336.8658280922432,0.06852199638273465,1253.4329452852153
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,portal_vein_and_splenic_vein,15.0,65.0,4634855.0,2.099213175433877,26.0,3.160956018089824,114.0,15.924628332339644,39.71020059752454,40.0,-32.0,146.0,11.125766592321062,44.47663598003704,-0.1283608076455647,4634855.0,0.2756622509016514,401.2711166050872,2.0184487388204158,0.07496122377255654,20.40492523222082,2.3432088319609687,1.8311919946599482,4.798201282695096,0.534932866426444,33.51724137931034,48.10344827586207,0.0812292075926749,190.5510029876227
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,iliac_artery_left,13.0,71.0,3798833.0,2.3322481560350137,28.0,6.839278238844042,117.0,18.736238947363272,42.118135376756065,44.0,-104.0,221.0,12.299067559633393,49.25260688331171,-1.1525317781546351,3798833.0,0.24578160756431777,651.8819571872924,2.344210116877323,0.20467758494040098,75.82037135557223,3.629833536797678,1.8965695574663042,4.799311272784536,0.5615042293415988,23.56338028169014,42.83098591549296,0.09260514654127858,126.4661558109834
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,iliac_artery_right,18.0,70.0,4853079.0,2.2191860951883586,26.0,6.585010241812002,113.0,17.236064164331466,43.72791519434629,45.0,-124.0,237.0,11.268171551117007,49.495582841785556,-1.0037634691793758,4853079.0,0.26395915156633143,537.6821536041153,1.9657795457684026,0.19296575547118286,95.33656138642596,2.9463126276230014,1.8081135049684156,5.011363890571233,0.5603907425757912,27.352941176470587,50.83529411764706,0.09103213111672802,159.8783442705704
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,iliac_vena_left,17.80000000000001,82.0,14142457.0,2.5487747167895116,33.0,54.61488607265721,537.0,22.879132943384562,52.00458855919241,51.0,-99.0,636.0,13.86100030369054,65.77410892373169,5.057987706053525,14142457.0,0.2171009382894701,1621.756173500034,4.1122992865371,0.32163349582633016,66.96694721079163,8.327035156164161,2.0219749614333082,5.52435829750481,0.5958339033182036,39.0,103.03896103896103,0.09870435260443101,274.4805750994188
NKI-d23231-00-0522_20170120_kalina99_3594.nii.gz,Non-contrast,iliac_vena_right,4.0,61.0,2823421.0,2.29247129186382,31.0,3.1349910931941998,117.0,18.24490155837546,33.33700057903879,34.0,-47.0,164.0,12.908020195012911,40.433529345207866,-0.04762767306611399,2823421.0,0.23990009820524796,523.5146877029529,2.027736938765317,0.2689718184361975,27.52691146583084,3.515057224593332,1.826035154288307,4.85576431042275,0.5852110202816059,20.446153846153845,41.84615384615385,0.085952013685807,146.28546612623046
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,spleen,-16.0,68.0,338127051.0,2.8076095215836157,35.0,5.105709183844808,205.0,25.4271508878387,26.7956570803667,28.0,-216.0,421.0,15.522561674053255,44.34930945097618,-0.40468871565719544,338127051.0,0.19002814549900576,1248.8540104098388,5.506094619690041,0.0700568832183622,167.6013107764487,6.345697166401376,2.465543782070486,5.08380374597258,0.7126274435274961,2882.6230452674895,11409.821728395062,0.14859176276303326,13964.8275280376
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,kidney_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,kidney_left,-35.0,55.0,99176202.0,2.896681707930918,38.0,4.591109703432289,193.0,27.24429705808707,11.769191833980091,14.0,-231.0,424.0,16.93188846694834,39.00227410629438,-0.42580964790256437,99176202.0,0.17438843722645447,1382.663509037498,5.802158760665604,0.09738815915486726,174.80707092379407,7.072661953782305,2.4955867687214583,5.159522029873926,0.7021210919132127,1089.928452579035,4381.331114808652,0.1553461895745119,5740.33613509824
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,gallbladder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,liver,-10.0,70.0,2262505976.0,2.7640390369451437,35.0,6.109919407576683,343.0,24.6393708381327,30.571037785490475,32.0,-657.0,1000.0,15.251159516887398,45.54219327121238,-0.32542869100163985,2262505976.0,0.19087791965678086,1139.503016670576,5.171040946577073,0.08111143779911742,1231.5487457215945,6.088164694192034,2.424362301138612,5.041029580283511,0.7167778328098222,16702.29409714153,65418.44743492912,0.13624487581920608,86147.57981632536
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,stomach,-35.0,94.0,2060508028.0,3.5975373886870647,61.0,33.52422596060315,928.0,53.35125758423274,24.101094035919086,38.0,-1051.0,1979.0,26.30816866302015,107.05347418700646,-4.042107663111959,2060508028.0,0.11575311547097694,10879.58360177984,21.789067506737698,0.6234731940300253,3020.016037138383,93.06675613471688,2.963947519496945,6.365948209939279,0.7257720699865386,1850.1754188585155,16023.899078663302,0.189018488782839,17917.76623672779
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,pancreas,-30.0,64.0,124466631.0,2.9853061668681433,41.0,18.198870701599454,832.0,29.012032518056714,18.83464839881149,20.0,-212.0,1044.0,18.028577990122095,45.327506904078895,1.0070447192629086,124466631.0,0.1648668974208926,1699.8389018324683,7.1244431401300705,0.143340058694501,157.92104428411096,9.518622524228816,2.5792929486984706,5.353962207931816,0.7152949463289014,948.6271404109589,4420.567422945205,0.1629667809486622,5610.878540772532
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,adrenal_gland_right,-74.0,30.0,4371750.0,3.1223560659230234,53.0,3.8091231766577742,124.0,32.94262756374338,-18.759305210918114,-15.0,-193.0,317.0,22.13259882609548,46.57899717326999,-0.318331726353363,4371750.0,0.14044270945575676,1817.6914456711147,6.858897706420633,0.17728004033713463,97.4947887785008,9.841869147303344,2.5868698189130868,5.374626280729798,0.6725152441506744,43.28947368421053,191.10087719298247,0.21734228066393652,250.12357320099255
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,adrenal_gland_left,-66.0,40.90000000000009,5482949.0,3.1241039501155545,49.0,3.8263835836018587,130.0,32.43393817582129,-11.698051948051948,-9.0,-186.0,316.0,20.878135364315735,44.47444018451306,-0.2470309839711475,5482949.0,0.1446213318507691,1841.1314103465077,7.387722805460019,0.12837591513132965,104.13317923398334,9.586789850498722,2.6419011901832756,5.41521105319669,0.6698265605581362,55.119601328903656,249.73089700996678,0.2123816613810977,337.9776334776335
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,small_bowel,-932.0,-779.0,96337973305.0,3.4873821062589307,56.0,20.888511785203807,566.0,65.39606268414093,-862.6214135153841,-895.0,-1036.0,1602.0,26.018270212264735,870.4640061060503,3.803190265817633,96337973305.0,0.1381499103603521,13591.882870914576,32.12954926857862,0.36068266870053,90.69781231303818,71.53615009424553,2.9940866863611855,6.349518685843854,0.7655442421325641,1055.5797336520402,12741.519293153491,0.1838344705400333,9847.972283395206
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,heart,-11.0,62.0,288332280.0,2.6340178326130457,32.0,19.91524945573366,202.0,22.89302613980713,27.478187971947474,31.0,-561.0,763.0,14.262530230473867,42.47171734987441,-1.731644405347259,288332280.0,0.20879974497979967,1048.795960425944,3.369111676492714,0.28665085474596874,960.8760760654793,6.111640516381286,2.1465084490204687,5.109836595894024,0.7190801850695333,1889.4669421487604,7406.8237345041325,0.10780920988871576,10659.371477011819
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,aorta,-34.0,64.0,115533533.0,3.052239929826734,39.0,40.89007473606406,822.0,32.17425562910452,18.172854227946047,25.0,-855.0,1677.0,17.656605012959165,55.331232115053744,-2.883135593106378,115533533.0,0.17018244905954508,2731.292616579778,6.461035082152801,0.37150325194058037,1995.1732053272883,14.390769073326725,2.4918505066243677,5.700280144156418,0.7049928595539864,512.9036521739131,2641.7231304347824,0.15686229290501016,3058.672416991282
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,pulmonary_vein,-95.0,38.0,34289903.0,3.353928254493773,53.0,24.70330612483745,103.0,59.176660261494355,-25.2825361512792,4.0,-895.0,998.0,23.728935991178897,112.75677736471513,-4.222190570865653,34289903.0,0.15216085547475883,12074.884207435198,23.98682278429412,0.44012233965251507,2020.0404613256653,63.534477797649714,2.7699902135947876,6.052141388443407,0.7187539792067571,35.603066439523,280.6831345826235,0.2047301562237199,236.247311827957
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,superior_vena_cava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,inferior_vena_cava,-17.0,67.0,62519093.0,2.8445477193551723,38.0,26.002108089844928,187.0,26.594191407282416,26.196423630326507,29.0,-707.0,894.0,16.30854929225873,46.50153261959463,-2.0765664796641126,62519093.0,0.1825501956359224,1476.1399249516937,5.000387876940168,0.2060981706201952,1439.1458120101897,7.642930645200725,2.3856796666505646,5.248054053669411,0.7116841705242256,425.5270576390637,1861.197331990939,0.14516502655743926,2281.0522966242393
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,portal_vein_and_splenic_vein,-29.0,64.0,18061392.0,2.955042738544371,43.0,4.21636769917259,227.0,28.663578827891566,18.91378617363344,21.0,-184.0,411.0,18.4234819840081,42.601061985766414,-0.32442399487647533,18061392.0,0.16290860923429246,1457.119174893185,6.060914263925775,0.1272679225501302,134.8770458693734,7.83805398229974,2.519627062048033,5.266388299615245,0.7055228108549914,201.0214833759591,899.9677749360613,0.1979057251773169,1058.5102491961416
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,iliac_artery_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,iliac_artery_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,iliac_vena_left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0523_20161122_kalina99_3601.nii.gz,Non-contrast,iliac_vena_right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKI-d23231-00-0522_20170401_kalina99_3597.nii.gz,Non-contrast,spleen,3.0,76.0,532670042.0,2.631145060899613,31.0,5.093331764259804,211.0,22.23258521980069,39.47097489581033,40.0,-347.0,558.0,13.641400477751572,50.027598158836454,-0.18883988562086415,532670042.0,0.21004533249774685,944.8027183163274,4.427769106632225,0.06839691324623615,421.79256939991745,5.082469660366562,2.3223819488242103,4.972017712594379,0.7067234761341472,3204.2715850515465,11464.748389175258,0.12576694071306163,16131.482970216084
